学校代号,学校名称,专业代号,专业名称,计划数,分数线,位次
3177,上海建设管理职业技术学院,503,市政管网智能检测与维护,8,437,225895
3177,上海建设管理职业技术学院,510,花卉生产与花艺,14,437,225923
3202,常州纺织服装职业技术学院,505,电子商务,8,437,225689
3233,江阴职业技术学院,505,建筑工程技术,5,437,225460
3286,苏州工业园区职业技术学院,507,智能制造装备技术,3,437,225600
3352,江苏旅游职业学院,507,云计算技术应用,3,437,225495
3352,江苏旅游职业学院,511,市场营销,2,437,225958
3352,江苏旅游职业学院,514,旅游管理,5,437,225603
3352,江苏旅游职业学院,515,导游,4,437,226029
3409,安徽工商职业学院,507,电子商务,11,437,225491
3460,滁州职业技术学院,503,计算机应用技术,5,437,225847
3481,安徽新闻出版职业技术学院,514,印刷媒体技术,2,437,225879
3504,福建船政交通职业学院,506,环境工程技术,7,437,225529
3615,江西工程职业学院,508,大数据与会计,5,437,225872
3620,南昌应用技术师范学院,509,大数据与会计,1,437,225490
3621,江西科技学院,526,大数据与会计,10,437,225723
3636,江西制造职业技术学院,504,应用电子技术,4,437,225553
3651,南昌理工学院,509,汽车制造与试验技术,4,437,225891
3651,南昌理工学院,513,汽车智能技术,4,437,225504
3651,南昌理工学院,514,计算机应用技术,3,437,226027
3655,上饶职业技术学院,520,数控技术,3,437,225513
3655,上饶职业技术学院,521,机械制造及自动化,3,437,225780
3659,江西青年职业学院,503,大数据技术,4,437,225572
3679,江西水利职业学院,514,水利水电建筑工程,8,437,225370
3679,江西水利职业学院,522,计算机应用技术,4,437,225782
3718,青岛酒店管理职业技术学院,502,中西面点工艺,3,437,225882
3727,日照职业技术学院,515,建设工程管理,1,437,226037
3749,山东外贸职业学院,501,国际金融,2,437,225931
4030,湖北水利水电职业技术学院,505,智慧水利技术,3,437,225748
4047,荆州职业技术学院,513,广告艺术设计,5,437,225451
4052,湖北工业职业技术学院,505,大数据与会计,10,437,225856
4065,武汉交通职业学院,502,船舶动力工程技术,2,437,225963
4343,湖南石油化工职业技术学院,501,石油化工技术,5,437,225814
4608,海南外国语职业学院,501,应用英语,2,437,225943
6136,西安思源学院,515,大数据与会计,2,437,225499
6417,银川科技学院,506,软件技术,1,437,225976
6520,新疆和田学院,514,应用化工技术,1,437,225617
56,浙江长征职业技术学院,517,护理,228,436,226345
58,浙江纺织服装职业技术学院,540,服装与服饰设计(中外合作办学)（中英合作）,28,436,226745
67,绍兴职业技术学院,506,人工智能技术应用,50,436,226078
67,绍兴职业技术学院,510,电子商务,45,436,226659
67,绍兴职业技术学院,521,工程造价,50,436,226134
77,杭州万向职业技术学院,519,智慧健康养老服务与管理,21,436,226424
111,浙江国际海运职业技术学院,516,国际邮轮乘务管理,19,436,226472
232,浙江舟山群岛新区旅游与健康职业学院,506,大数据技术,94,436,226693
1237,天津现代职业技术学院,506,市场营销,3,436,226311
2209,长春金融高等专科学校,512,市场营销,1,436,226699
2232,长春科技学院,503,药学,7,436,226469
3143,上海杉达学院,502,电气自动化技术,19,436,226732
3177,上海建设管理职业技术学院,507,房地产经营与管理,6,436,226716
3204,常州工业职业技术学院,505,环境工程技术,15,436,226214
3204,常州工业职业技术学院,507,旅游管理,5,436,226114
3233,江阴职业技术学院,503,现代纺织技术,5,436,226382
3308,扬州工业职业技术学院,504,建筑消防技术,10,436,226450
3308,扬州工业职业技术学院,505,建筑装饰工程技术,10,436,226385
3352,江苏旅游职业学院,516,酒店管理与数字化运营,5,436,226580
3423,安徽商贸职业技术学院,507,人工智能技术应用,5,436,226380
3480,宣城职业技术学院,501,机电一体化技术,10,436,226215
3532,宁德职业技术学院,502,茶叶生产与加工技术,2,436,226064
3532,宁德职业技术学院,514,电子商务,2,436,226662
3621,江西科技学院,521,影视编导,2,436,226549
3632,江西现代职业技术学院,501,电子信息工程技术,10,436,226435
3635,江西应用工程职业学院,506,新能源汽车检测与维修技术,10,436,226081
3651,南昌理工学院,519,助产,8,436,226318
3655,上饶职业技术学院,505,工业机器人技术,3,436,226075
3663,江西应用技术职业学院,511,国土空间规划与测绘,2,436,226116
3681,江西航空职业技术学院,516,机电一体化技术,2,436,226056
3692,江西工业工程职业技术学院,505,大数据与会计,6,436,226369
3801,江西新能源科技职业学院,504,护理,15,436,226509
4003,长江工程职业技术学院,506,新能源汽车技术,6,436,226252
4003,长江工程职业技术学院,509,软件技术,7,436,226365
4054,武汉船舶职业技术学院,503,智能光电制造技术,2,436,226281
4054,武汉船舶职业技术学院,528,游艇设计与制造,2,436,226080
4054,武汉船舶职业技术学院,530,供热通风与空调工程技术,2,436,226402
4054,武汉船舶职业技术学院,532,现代物流管理,2,436,226278
4060,武汉工程职业技术学院,507,材料成型及控制技术,2,436,226570
4081,武汉外语外事职业学院,513,计算机应用技术,2,436,226563
5331,云南医药健康职业学院,503,口腔医学技术,6,436,226577
6146,西安明德理工学院,503,电气自动化技术（电气测试技术）,2,436,226319
67,绍兴职业技术学院,504,物联网应用技术,50,435,226784
67,绍兴职业技术学院,522,智能建造技术,10,435,227303
77,杭州万向职业技术学院,517,跨境电子商务,33,435,227367
111,浙江国际海运职业技术学院,519,石油化工技术,61,435,227155
111,浙江国际海运职业技术学院,522,高分子合成技术,19,435,226912
1221,天津交通职业学院,503,智能物流技术,4,435,226877
1322,河北交通职业技术学院,502,汽车制造与试验技术,1,435,227158
2209,长春金融高等专科学校,509,大数据技术,2,435,226824
3147,上海思博职业技术学院,502,护理（涉外护理方向）,25,435,227257
3308,扬州工业职业技术学院,515,汽车检测与维修技术,10,435,226757
3345,连云港职业技术学院,504,石油化工技术,5,435,227139
3352,江苏旅游职业学院,504,物联网应用技术,3,435,227092
3352,江苏旅游职业学院,513,现代物流管理,4,435,227386
3414,安徽国际商务职业学院,509,电子商务,4,435,227104
3513,福建水利电力职业技术学院,509,人工智能技术应用,5,435,227382
3614,南昌工学院,520,城市轨道交通运营管理,7,435,227097
3615,江西工程职业学院,505,计算机网络技术,5,435,226813
3616,江西工业贸易职业技术学院,506,商务英语,4,435,227403
3616,江西工业贸易职业技术学院,511,工业机器人技术,4,435,227162
3655,上饶职业技术学院,507,电子信息工程技术,3,435,226970
3655,上饶职业技术学院,509,物联网应用技术,3,435,226764
3655,上饶职业技术学院,529,空中乘务,3,435,227245
3659,江西青年职业学院,508,学前教育(师范),13,435,227238
3659,江西青年职业学院,510,党务工作,4,435,227126
3679,江西水利职业学院,502,测绘地理信息技术,5,435,227200
3679,江西水利职业学院,519,无人机应用技术,4,435,226930
3716,青岛港湾职业技术学院,509,港口与航道工程技术,3,435,227059
3744,山东力明科技职业学院,510,助产,2,435,226810
3754,山东畜牧兽医职业学院,502,水产养殖技术,5,435,227053
3754,山东畜牧兽医职业学院,507,食品检验检测技术,5,435,227319
3785,临沂科技职业学院,501,药品经营与管理,10,435,226956
4030,湖北水利水电职业技术学院,503,建筑工程技术,5,435,226849
4047,荆州职业技术学院,509,大数据技术,5,435,226851
4047,荆州职业技术学院,512,服装与服饰设计,5,435,226946
4051,荆州理工职业学院,510,数字媒体艺术设计,3,435,226853
4051,荆州理工职业学院,514,现代文秘,5,435,226972
4062,武昌工学院,502,机电一体化技术,6,435,226770
4062,武昌工学院,503,工业机器人技术,6,435,226936
4065,武汉交通职业学院,507,现代物流管理,8,435,227282
4087,咸宁职业技术学院,503,汽车检测与维修技术,2,435,226762
4117,武汉东湖学院,508,学前教育,2,435,227178
4248,郑州工业应用技术学院,502,市场营销,1,435,227167
4301,保险职业学院,508,大数据与会计,1,435,227131
4539,广西电力职业技术学院,502,供用电技术,10,435,227298
4539,广西电力职业技术学院,503,电力系统自动化技术,20,435,226977
4606,海南软件职业技术学院,504,计算机网络技术,2,435,227103
5181,南充科技职业学院,503,康复治疗技术,1,435,226916
6140,西安外事学院,503,应用法语,3,435,227314
54,浙江育英职业技术学院,511,大数据与会计,54,434,227616
67,绍兴职业技术学院,508,金融服务与管理,45,434,227679
67,绍兴职业技术学院,509,国际经济与贸易,45,434,227947
67,绍兴职业技术学院,519,建筑工程技术,45,434,227646
78,嘉兴南洋职业技术学院,511,城市轨道交通运营管理,30,434,227660
111,浙江国际海运职业技术学院,511,工业机器人技术(中外合作办学)（中乌合作）,15,434,227892
1205,天津滨海职业学院,517,智能物流技术,1,434,227701
1513,内蒙古北方职业技术学院,502,中药学,1,434,227650
2209,长春金融高等专科学校,513,现代物流管理,1,434,227736
2330,黑龙江农业工程职业学院,504,生物制药技术,2,434,227819
3177,上海建设管理职业技术学院,511,物联网应用技术,21,434,227428
3202,常州纺织服装职业技术学院,503,纺织品检验与贸易,10,434,227985
3352,江苏旅游职业学院,510,连锁经营与管理,3,434,228081
3362,盐城幼儿师范高等专科学校,505,跨境电子商务,1,434,227863
3513,福建水利电力职业技术学院,503,输配电工程技术,12,434,227687
3532,宁德职业技术学院,505,数字化设计与制造技术,3,434,227995
3614,南昌工学院,514,电气自动化技术,12,434,227909
3616,江西工业贸易职业技术学院,510,机械制造及自动化,4,434,227882
3621,江西科技学院,527,大数据与财务管理,5,434,227438
3630,江西外语外贸职业学院,501,应用俄语,5,434,227604
3630,江西外语外贸职业学院,507,应用韩语,3,434,227643
3636,江西制造职业技术学院,515,工业机器人技术,4,434,228006
3651,南昌理工学院,530,影视编导,2,434,227950
3655,上饶职业技术学院,523,园艺技术,3,434,228029
3655,上饶职业技术学院,524,大数据与财务管理,2,434,227829
3689,江西机电职业技术学院,502,机械设计与制造,5,434,227853
3689,江西机电职业技术学院,506,机电设备技术,5,434,227731
3698,江西环境工程职业学院,509,新能源汽车技术,4,434,227773
3716,青岛港湾职业技术学院,510,建筑工程技术,3,434,227524
4047,荆州职业技术学院,501,自动化类,5,434,228042
4047,荆州职业技术学院,510,计算机应用技术,5,434,228077
4051,荆州理工职业学院,511,学前教育(师范),5,434,227897
4065,武汉交通职业学院,505,船舶电子电气技术,2,434,227481
4312,湖南城建职业技术学院,502,建筑设备工程技术,2,434,227708
4317,湖南外贸职业学院,501,国际经济与贸易,5,434,228014
4338,湖南商务职业技术学院,503,电子商务,5,434,228037
4385,长沙轨道交通职业学院,506,护理,1,434,227559
4606,海南软件职业技术学院,501,软件技术,3,434,227443
5142,西南财经大学天府学院,503,无人机应用技术,8,434,227498
5188,泸州医疗器械职业学院,502,药学,3,434,227968
6121,西安工商学院,507,跨境电子商务,2,434,227699
6154,西安交通工程学院,501,城市轨道交通运营管理,19,434,227423
6163,陕西电子信息职业技术学院,502,机电一体化技术,3,434,227520
67,绍兴职业技术学院,512,商务英语,51,433,228445
77,杭州万向职业技术学院,504,工业设计,40,433,228219
1125,北京科技职业学院,502,民航安全技术管理,3,433,228545
1125,北京科技职业学院,505,护理,4,433,228557
1213,天津商务职业学院,510,财税大数据应用（税务代理方向）,2,433,228221
1219,天津海运职业学院,506,港口与航运管理,3,433,228199
1219,天津海运职业学院,507,计算机网络技术,5,433,228738
1238,天津工业职业学院,512,智能互联网络技术,2,433,228380
2232,长春科技学院,506,学前教育,9,433,228295
2351,黑龙江交通职业技术学院,501,铁道工程技术,5,433,228667
