学校代号,学校名称,专业代号,专业名称,计划数,分数线,位次
3155,上海行健职业学院,508,汽车检测与维修技术,8,447,218355
3155,上海行健职业学院,510,信息安全技术应用,7,447,218802
3174,上海科创职业技术学院,506,智能网联汽车技术,6,447,218838
3175,上海闵行职业技术学院,507,云计算技术应用,6,447,218807
3229,江苏农林职业技术学院,501,家具设计与制造,6,447,218845
3299,江苏建筑职业技术学院,501,建筑电气工程技术,3,447,218678
3308,扬州工业职业技术学院,512,大数据与财务管理,13,447,218636
3336,常州工程职业技术学院,510,高分子材料智能制造技术,5,447,218345
3336,常州工程职业技术学院,511,建筑工程技术,5,447,218293
3341,江苏航运职业技术学院,504,智能网联汽车技术,5,447,218556
3412,安徽工业经济职业技术学院,504,学前教育,8,447,218771
3414,安徽国际商务职业学院,505,大数据与会计,6,447,218834
3424,安徽审计职业学院,504,大数据与会计,9,447,218767
3514,福建信息职业技术学院,503,模具设计与制造,5,447,218744
3522,福州职业技术学院,508,虚拟现实技术应用,2,447,218536
3651,南昌理工学院,510,空中乘务,2,447,218265
3651,南昌理工学院,520,金融服务与管理,4,447,218132
3704,东营职业学院,503,机械制造及自动化,4,447,218123
3707,济南工程职业技术学院,501,城市轨道交通运营管理,20,447,218831
3747,山东商业职业技术学院,505,融媒体技术与运营,5,447,218138
3799,山东水利职业学院,503,机电一体化技术,2,447,218145
4003,长江工程职业技术学院,503,水利工程,6,447,218550
4009,湖北财税职业学院,504,电子商务,4,447,218540
4025,湖北轻工职业技术学院,501,机电一体化技术,3,447,218248
4028,湖北生物科技职业学院,502,药品生物技术,5,447,218141
4030,湖北水利水电职业技术学院,502,光伏工程技术,6,447,218209
4060,武汉工程职业技术学院,504,工业机器人技术,2,447,218137
4065,武汉交通职业学院,510,大数据与会计,7,447,218828
4074,武汉民政职业学院,506,广告艺术设计,2,447,218489
4081,武汉外语外事职业学院,505,高速铁路客运服务,1,447,218770
4276,河南职业技术学院,502,计算机应用技术,3,447,218648
4344,湖南水利水电职业技术学院,505,水利水电工程智能管理,2,447,218863
6104,陕西交通职业技术学院,517,酒店管理与数字化运营,1,447,218545
6520,新疆和田学院,503,小学语文教育(师范),1,447,218370
56,浙江长征职业技术学院,531,学前教育(师范),68,446,219513
71,衢州职业技术学院,510,跨境电子商务,24,446,219243
71,衢州职业技术学院,524,休闲体育,15,446,219320
72,丽水职业技术学院,519,现代物流管理,40,446,219594
72,丽水职业技术学院,523,酒店管理与数字化运营,10,446,219478
74,宁波财经学院,503,摄影与摄像艺术,54,446,219531
75,台州科技职业学院,509,园林工程技术,38,446,218927
75,台州科技职业学院,514,汽车制造与试验技术,36,446,219016
75,台州科技职业学院,522,市场营销,41,446,219589
75,台州科技职业学院,523,金融科技应用,38,446,219219
106,浙江同济科技职业学院,509,建筑工程技术(中外合作办学),40,446,219456
129,浙江农业商贸职业学院,505,环境艺术设计,25,446,219461
133,浙江安防职业技术学院,501,酒店管理与数字化运营,6,446,219402
1238,天津工业职业学院,501,环境工程技术,2,446,218910
1241,天津医学高等专科学校,504,助产,2,446,219085
1513,内蒙古北方职业技术学院,505,康复治疗技术,1,446,219542
3118,上海东海职业技术学院,515,汽车检测与维修技术（高本贯通）,14,446,219514
3130,上海建桥学院,510,旅游管理,11,446,219203
3155,上海行健职业学院,505,酒店管理与数字化运营,10,446,218899
3173,上海南湖职业技术学院,504,网络营销与直播电商,11,446,219220
3176,上海现代化工职业学院,507,化工安全技术,5,446,219136
3177,上海建设管理职业技术学院,505,园林技术,14,446,219253
3214,苏州健雄职业技术学院,503,大数据技术,5,446,219103
3233,江阴职业技术学院,502,化妆品技术,5,446,219304
3278,南通科技职业学院,503,食品检验检测技术,6,446,218935
3278,南通科技职业学院,504,电梯工程技术,6,446,219126
3322,苏州工业园区服务外包职业学院,503,采购与供应管理,9,446,219245
3346,江苏电子信息职业学院,503,财税大数据应用,5,446,219493
3352,江苏旅游职业学院,503,电子信息工程技术,4,446,219565
3352,江苏旅游职业学院,505,计算机网络技术,4,446,219030
3479,合肥通用职业技术学院,502,工业机器人技术,1,446,218951
3481,安徽新闻出版职业技术学院,501,新闻采编与制作,2,446,219035
3636,江西制造职业技术学院,511,机械制造及自动化,5,446,219415
3655,上饶职业技术学院,504,机电一体化技术,3,446,218984
3663,江西应用技术职业学院,503,新能源汽车技术,2,446,219616
3683,宜春幼儿师范高等专科学校,505,婴幼儿托育服务与管理,5,446,219546
3687,萍乡卫生职业学院,503,老年保健与管理,2,446,219305
3698,江西环境工程职业学院,505,软件技术,5,446,219357
3716,青岛港湾职业技术学院,515,新能源汽车技术,2,446,218912
3787,曲阜远东职业技术学院,508,中药学,1,446,218959
4003,长江工程职业技术学院,510,水利水电建筑工程,4,446,219517
4028,湖北生物科技职业学院,504,生物制药技术,9,446,218946
4030,湖北水利水电职业技术学院,506,水利水电建筑工程,7,446,218913
4054,武汉船舶职业技术学院,501,机械设计与制造,2,446,219169
4054,武汉船舶职业技术学院,504,智能控制技术,2,446,219403
4060,武汉工程职业技术学院,518,现代物流管理,2,446,219508
4064,武汉航海职业技术学院,502,新能源汽车技术,4,446,219464
4065,武汉交通职业学院,504,轮机工程技术,2,446,219544
4071,武汉纺织大学外经贸学院,507,跨境电子商务,2,446,219633
4085,仙桃职业学院,504,小学教育,12,446,219375
4111,武汉城市职业学院,504,语言类,10,446,219331
4275,郑州医药健康职业学院,501,护理,2,446,219265
4312,湖南城建职业技术学院,503,工程造价,3,446,219247
4618,三亚理工职业学院,502,护理,2,446,219160
5331,云南医药健康职业学院,507,中药学,8,446,219087
6104,陕西交通职业技术学院,509,道路养护与管理（高速公路管理）,2,446,219428
6140,西安外事学院,504,应用日语,3,446,219374
6520,新疆和田学院,511,大数据技术,1,446,219387
44,浙江工贸职业技术学院,532,工业机器人技术(中外合作办学),39,445,220346
62,义乌工商职业技术学院,520,应用西班牙语,31,445,220250
66,台州职业技术学院,509,汽车技术服务与营销,35,445,220075
71,衢州职业技术学院,527,化工智能制造技术,25,445,219902
72,丽水职业技术学院,508,建筑工程技术,40,445,220065
75,台州科技职业学院,502,现代物流管理,42,445,219729
75,台州科技职业学院,503,旅游管理,41,445,220264
75,台州科技职业学院,504,财富管理,37,445,220081
75,台州科技职业学院,510,环境工程技术,39,445,220033
113,宁波城市职业技术学院,524,计算机应用技术(中外合作办学),80,445,220083
1205,天津滨海职业学院,501,智能焊接技术,1,445,219816
1205,天津滨海职业学院,527,智慧健康养老服务与管理,1,445,220257
1237,天津现代职业技术学院,503,储能材料技术,2,445,220328
1237,天津现代职业技术学院,508,电子竞技运动与管理,4,445,219944
1238,天津工业职业学院,511,现代通信技术,2,445,220254
3155,上海行健职业学院,502,应用德语（国际商务方向）,12,445,220298
3174,上海科创职业技术学院,508,建筑装饰工程技术,2,445,220222
3175,上海闵行职业技术学院,505,跨境电子商务,8,445,220032
3176,上海现代化工职业学院,503,应用化工技术,10,445,219787
3177,上海建设管理职业技术学院,504,测绘地理信息技术,11,445,219767
3204,常州工业职业技术学院,508,金融服务与管理,5,445,220125
3229,江苏农林职业技术学院,510,酒店管理与数字化运营,4,445,219753
3233,江阴职业技术学院,501,机械制造及自动化,5,445,220178
3255,南京旅游职业学院,502,葡萄酒文化与营销,2,445,220057
3278,南通科技职业学院,502,药品生物技术,8,445,219986
3278,南通科技职业学院,508,电子商务,6,445,219923
3293,无锡城市职业技术学院,501,建筑装饰工程技术,4,445,220241
3308,扬州工业职业技术学院,508,工业机器人技术,6,445,220271
3346,江苏电子信息职业学院,504,汽车检测与维修技术,3,445,219682
3478,铜陵职业技术学院,506,电子商务,1,445,219934
3532,宁德职业技术学院,504,建筑室内设计,2,445,219924
3542,厦门城市职业学院,505,市政工程技术,4,445,219662
3624,江西旅游商贸职业学院,504,大数据与会计,4,445,219904
3655,上饶职业技术学院,525,大数据与会计,3,445,219797
3679,江西水利职业学院,517,机电一体化技术,2,445,220076
3747,山东商业职业技术学院,504,金融服务与管理,5,445,219685
4030,湖北水利水电职业技术学院,508,计算机应用技术,5,445,219678
4035,文华学院,502,机械设计与制造,7,445,219788
4054,武汉船舶职业技术学院,523,云计算技术应用,2,445,219688
4060,武汉工程职业技术学院,510,计算机网络技术,2,445,219942
4064,武汉航海职业技术学院,507,数字媒体技术,5,445,219899
4271,周口职业技术学院,501,康复治疗技术,10,445,219809
4271,周口职业技术学院,502,中医康复技术,10,445,220344
4301,保险职业学院,502,保险实务（车险查勘定损）,1,445,219760
5306,昆明冶金高等专科学校,502,电气自动化技术,5,445,219754
6104,陕西交通职业技术学院,502,建筑装饰工程技术,1,445,219982
49,浙江旅游职业学院,528,酒店管理与数字化运营(中外合作办学),50,444,221010
59,浙江广厦建设职业技术大学,505,大数据与财务管理,28,444,220781
66,台州职业技术学院,507,电气自动化技术(中外合作办学),40,444,220972
67,绍兴职业技术学院,515,城市轨道交通机电技术,96,444,220442
71,衢州职业技术学院,525,体育运营与管理,15,444,220353
75,台州科技职业学院,508,商务数据分析与应用,43,444,220473
111,浙江国际海运职业技术学院,502,轮机工程技术,23,444,220425
111,浙江国际海运职业技术学院,508,无人机应用技术,20,444,220378
129,浙江农业商贸职业学院,503,金融科技应用,25,444,220806
129,浙江农业商贸职业学院,512,茶叶生产与加工技术,19,444,220697
129,浙江农业商贸职业学院,514,园艺技术,60,444,220704
133,浙江安防职业技术学院,508,人工智能技术应用,40,444,220744
133,浙江安防职业技术学院,522,新能源装备技术,39,444,220499
232,浙江舟山群岛新区旅游与健康职业学院,504,健康管理,50,444,220628
1219,天津海运职业学院,508,软件技术,3,444,220526
2209,长春金融高等专科学校,505,证券实务,1,444,220586
2236,吉林司法警官职业学院,502,法律文秘,20,444,220804
3286,苏州工业园区职业技术学院,502,工业机器人技术,3,444,220472
3336,常州工程职业技术学院,507,应用化工技术,15,444,220640
3423,安徽商贸职业技术学院,503,全媒体广告策划与营销,5,444,220721
3423,安徽商贸职业技术学院,506,大数据与审计,5,444,220596
3424,安徽审计职业学院,505,大数据与审计,10,444,220845
3504,福建船政交通职业学院,505,建设工程管理,2,444,221019
3567,湄洲湾职业技术学院,501,大数据与会计,5,444,220565
3621,江西科技学院,533,药学,22,444,220440
3651,南昌理工学院,506,工业机器人技术,3,444,220460
3679,江西水利职业学院,523,动漫制作技术,4,444,220996
3747,山东商业职业技术学院,501,网络营销与直播电商,4,444,221067
4042,黄冈职业技术学院,501,工程造价,4,444,221037
4042,黄冈职业技术学院,502,工业机器人技术,4,444,220393
4042,黄冈职业技术学院,505,人工智能技术应用,5,444,221061
4065,武汉交通职业学院,501,船舶工程技术,2,444,220786
4320,湖南工程职业技术学院,501,工程测量技术,2,444,220555
4619,三亚城市职业学院,501,宠物养护与驯导,3,444,220434
5336,云南新兴职业学院,505,动物医学,2,444,221038
6104,陕西交通职业技术学院,503,智能建造技术,1,444,220546
6122,西安海棠职业学院,505,医学影像技术,8,444,220865
6152,陕西国际商贸学院,504,药学,3,444,220367
67,绍兴职业技术学院,501,计算机应用技术,49,443,221560
72,丽水职业技术学院,518,市场营销,30,443,221680
72,丽水职业技术学院,521,国际经济与贸易,60,443,221422
72,丽水职业技术学院,522,旅游管理,27,443,221623
111,浙江国际海运职业技术学院,504,港口与航运管理,19,443,221217
111,浙江国际海运职业技术学院,512,大数据技术,40,443,221586
126,温州商学院,506,网络新闻与传播,74,443,221308
129,浙江农业商贸职业学院,511,绿色食品生产技术,70,443,221214
129,浙江农业商贸职业学院,513,茶艺与茶文化,16,443,221378
133,浙江安防职业技术学院,507,信息安全技术应用,41,443,221761
133,浙江安防职业技术学院,524,工程造价,57,443,221670
133,浙江安防职业技术学院,525,建筑消防技术,19,443,221105
1213,天津商务职业学院,505,应用德语,1,443,221099
1250,天津城市建设管理职业技术学院,502,计算机应用技术,2,443,221292
3173,上海南湖职业技术学院,503,民宿管理与运营,9,443,221471
3175,上海闵行职业技术学院,504,电子竞技运动与管理,2,443,221468
3308,扬州工业职业技术学院,516,网络营销与直播电商,5,443,221253
3352,江苏旅游职业学院,506,软件技术,4,443,221607
3352,江苏旅游职业学院,508,金融服务与管理,3,443,221435
3409,安徽工商职业学院,508,现代物流管理,1,443,221413
3414,安徽国际商务职业学院,503,商务英语,5,443,221797
3504,福建船政交通职业学院,504,建筑工程技术,2,443,221093
3532,宁德职业技术学院,503,园林技术,1,443,221112
3532,宁德职业技术学院,506,机械制造及自动化,2,443,221206
3532,宁德职业技术学院,508,新能源汽车技术,2,443,221484
3568,厦门东海职业技术学院,502,护理,5,443,221393
3609,江西财经职业学院,507,电子商务,5,443,221741
3635,江西应用工程职业学院,504,电气自动化技术,5,443,221478
3636,江西制造职业技术学院,507,数字媒体技术,5,443,221440
3679,江西水利职业学院,516,数控技术,2,443,221532
3689,江西机电职业技术学院,507,机电一体化技术,5,443,221169
3716,青岛港湾职业技术学院,513,软件技术,2,443,221367
3722,青岛农业大学海都学院,507,建筑工程技术,1,443,221683
3727,日照职业技术学院,522,智能网联汽车技术,1,443,221097
3744,山东力明科技职业学院,506,医学影像技术,5,443,221447
3754,山东畜牧兽医职业学院,504,野生动植物资源保护与利用,5,443,221411
3799,山东水利职业学院,504,机械制造及自动化,2,443,221673
4028,湖北生物科技职业学院,503,食品检验检测技术,5,443,221725
4031,湖北职业技术学院,501,学前教育(师范),10,443,221137
4031,湖北职业技术学院,503,工业机器人技术,6,443,221244
4087,咸宁职业技术学院,508,大数据与会计,2,443,221186
4276,河南职业技术学院,501,数控技术,3,443,221156
4338,湖南商务职业技术学院,506,商务英语,2,443,221555
4539,广西电力职业技术学院,507,机电一体化技术,4,443,221101
4543,柳州铁道职业技术学院,506,铁道信号自动控制,5,443,221199
4611,海南职业技术学院,511,药学,5,443,221460
5306,昆明冶金高等专科学校,501,机械制造及自动化,5,443,221406
6146,西安明德理工学院,502,工业机器人技术,1,443,221668
71,衢州职业技术学院,512,连锁经营与管理,35,442,222333
72,丽水职业技术学院,506,工程测量技术,63,442,222232
75,台州科技职业学院,505,保险实务,38,442,222368
129,浙江农业商贸职业学院,509,跨境电子商务,77,442,222256
129,浙江农业商贸职业学院,515,酒店管理与数字化运营,16,442,222287
129,浙江农业商贸职业学院,516,烹饪工艺与营养,36,442,221832
133,浙江安防职业技术学院,506,大数据技术（地理空间大数据）,31,442,221910
133,浙江安防职业技术学院,523,光伏工程技术,25,442,221957
1219,天津海运职业学院,501,航海技术,6,442,222162
1241,天津医学高等专科学校,505,智能医疗装备技术,2,442,221981
1241,天津医学高等专科学校,513,医学生物技术,2,442,221800
1361,河北科技工程职业技术大学,501,财富管理,2,442,222327
3175,上海闵行职业技术学院,506,婴幼儿托育服务与管理,5,442,222176
3176,上海现代化工职业学院,506,工业互联网应用,5,442,222203
3204,常州工业职业技术学院,509,电子商务,5,442,222096
3286,苏州工业园区职业技术学院,523,现代物流管理,3,442,221907
3337,徐州生物工程职业技术学院,513,环境监测技术,2,442,222385
3343,宿迁职业技术学院,503,人工智能技术应用,1,442,222048
3403,安徽财贸职业学院,502,人工智能技术应用,10,442,221842
3409,安徽工商职业学院,504,计算机网络技术,16,442,221835
3414,安徽国际商务职业学院,504,计算机应用技术,6,442,222395
3481,安徽新闻出版职业技术学院,502,广播影视节目制作,2,442,222321
3513,福建水利电力职业技术学院,502,电力系统继电保护技术,6,442,221958
3513,福建水利电力职业技术学院,506,水利水电工程智能管理,4,442,221833
3655,上饶职业技术学院,511,计算机网络技术,2,442,222239
3663,江西应用技术职业学院,509,工程测量技术,2,442,222391
3679,江西水利职业学院,511,水利工程,4,442,222463
3679,江西水利职业学院,525,大数据与会计,4,442,222428
3699,江西生物科技职业学院,509,花卉生产与花艺,1,442,222103
4010,湖北城市建设职业技术学院,508,道路与桥梁工程技术,3,442,222431
4018,湖北交通职业技术学院,504,新能源汽车技术,10,442,222198
4042,黄冈职业技术学院,506,电子商务,5,442,222305
4071,武汉纺织大学外经贸学院,512,应用英语,4,442,222462
4320,湖南工程职业技术学院,511,建筑经济信息化管理,1,442,222365
5188,泸州医疗器械职业学院,504,医学影像技术,6,442,221991
6219,兰州石化职业技术大学,507,工业自动化仪表技术,1,442,222080
77,杭州万向职业技术学院,506,新能源汽车技术,10,441,222536
86,浙江横店影视职业学院,532,影视动画,4,441,222580
111,浙江国际海运职业技术学院,509,工业机器人技术,35,441,222762
129,浙江农业商贸职业学院,502,财富管理,40,441,223052
133,浙江安防职业技术学院,503,电子商务,47,441,222568
133,浙江安防职业技术学院,513,安全技术与管理,8,441,222492
1205,天津滨海职业学院,502,智能制造装备技术,1,441,222519
1205,天津滨海职业学院,528,园林技术,1,441,222515
1213,天津商务职业学院,506,应用日语,2,441,223031
1221,天津交通职业学院,505,工业机器人技术,4,441,222596
1237,天津现代职业技术学院,501,食品智能加工技术,3,441,222774
1238,天津工业职业学院,504,工业机器人技术,2,441,222866
2230,吉林交通职业技术学院,505,城市轨道交通工程技术,5,441,222868
2330,黑龙江农业工程职业学院,502,建筑室内设计,2,441,222500
2330,黑龙江农业工程职业学院,503,数控技术,2,441,223051
3135,上海科学技术职业学院,502,安全防范技术（集成技术与产品制造）,15,441,222926
3177,上海建设管理职业技术学院,501,装配式建筑工程技术,8,441,222728
3278,南通科技职业学院,501,园林技术,10,441,222859
3286,苏州工业园区职业技术学院,505,数控技术,3,441,223173
3286,苏州工业园区职业技术学院,506,模具设计与制造,3,441,223046
3293,无锡城市职业技术学院,509,酒店管理与数字化运营,2,441,223188
3293,无锡城市职业技术学院,516,建筑工程技术,11,441,222610
3308,扬州工业职业技术学院,509,计算机网络技术,15,441,223069
3308,扬州工业职业技术学院,511,大数据技术,15,441,222496
3337,徐州生物工程职业技术学院,504,现代农业技术,2,441,223160
3337,徐州生物工程职业技术学院,518,电子商务,3,441,222783
3352,江苏旅游职业学院,501,建筑室内设计,4,441,222717
3424,安徽审计职业学院,502,大数据与财务管理,10,441,222588
3481,安徽新闻出版职业技术学院,505,网络新闻与传播,3,441,223198
3504,福建船政交通职业学院,510,关务与外贸服务,3,441,222806
3514,福建信息职业技术学院,501,建筑工程技术,10,441,223197
3532,宁德职业技术学院,509,物联网应用技术,2,441,222531
3609,江西财经职业学院,508,跨境电子商务,6,441,222738
3616,江西工业贸易职业技术学院,507,西式烹饪工艺,4,441,223176
3630,江西外语外贸职业学院,503,应用西班牙语,5,441,223213
3636,江西制造职业技术学院,501,大数据与会计,4,441,222647
3636,江西制造职业技术学院,513,数控技术,4,441,222561
3651,南昌理工学院,501,建筑装饰工程技术,3,441,223071
3679,江西水利职业学院,513,水利水电工程技术,4,441,223012
3724,青岛职业技术学院,503,应用化工技术,4,441,222540
3749,山东外贸职业学院,504,应用西班牙语,2,441,222965
3783,山东中医药高等专科学校,501,健康管理,10,441,223027
4003,长江工程职业技术学院,501,机电一体化技术,6,441,223132
4028,湖北生物科技职业学院,505,信息安全技术应用,5,441,223013
4047,荆州职业技术学院,505,大数据与会计,10,441,222498
4054,武汉船舶职业技术学院,510,机电一体化技术,6,441,222702
4054,武汉船舶职业技术学院,524,大数据技术,2,441,222481
4301,保险职业学院,514,智慧健康养老服务与管理,1,441,222865
4343,湖南石油化工职业技术学院,503,电气自动化技术,4,441,222680
4543,柳州铁道职业技术学院,504,铁道桥梁隧道工程技术,5,441,223054
4621,海南比勒费尔德应用科学大学,1,电子信息科学与技术,14,441,223098
6121,西安工商学院,506,大数据与财务管理,4,441,222871
111,浙江国际海运职业技术学院,505,船舶工程技术,22,440,223600
111,浙江国际海运职业技术学院,515,现代物流管理,20,440,223871
129,浙江农业商贸职业学院,504,会展策划与管理,100,440,223599
129,浙江农业商贸职业学院,508,商务英语,100,440,223661
129,浙江农业商贸职业学院,510,农村电子商务,28,440,223804
133,浙江安防职业技术学院,510,云计算技术应用,35,440,223662
133,浙江安防职业技术学院,519,工业机器人技术,40,440,223366
133,浙江安防职业技术学院,520,无人机应用技术,45,440,223576
1219,天津海运职业学院,502,轮机工程技术,3,440,223875
1238,天津工业职业学院,507,无人机应用技术,2,440,223237
3143,上海杉达学院,501,智能控制技术,14,440,223886
3174,上海科创职业技术学院,507,建筑工程技术,3,440,223228
3286,苏州工业园区职业技术学院,504,机械设计与制造,3,440,223797
3345,连云港职业技术学院,506,旅游管理,5,440,223656
3352,江苏旅游职业学院,512,电子商务,5,440,223294
3403,安徽财贸职业学院,503,物联网应用技术,10,440,223323
3423,安徽商贸职业技术学院,501,电子商务,5,440,223602
3479,合肥通用职业技术学院,501,氢能技术应用,1,440,223697
3481,安徽新闻出版职业技术学院,507,数字出版,2,440,223595
3481,安徽新闻出版职业技术学院,513,新能源汽车技术,2,440,223826
3535,泉州经贸职业技术学院,501,大数据与会计,5,440,223829
3614,南昌工学院,517,大数据与会计,7,440,223794
3621,江西科技学院,504,城市轨道交通运营管理,6,440,223936
3636,江西制造职业技术学院,514,新能源汽车技术,5,440,223499
3655,上饶职业技术学院,510,计算机应用技术,2,440,223262
3655,上饶职业技术学院,515,新能源汽车技术,3,440,223360
3663,江西应用技术职业学院,504,智能网联汽车技术,2,440,223356
3663,江西应用技术职业学院,513,应用化工技术,2,440,223240
3663,江西应用技术职业学院,514,分析检验技术,2,440,223608
3687,萍乡卫生职业学院,515,现代家政服务与管理,2,440,223490
3688,江西婺源茶业职业学院,505,学前教育,4,440,223412
3696,江西洪州职业学院,522,护理,10,440,223773
3716,青岛港湾职业技术学院,504,港口与航运管理,2,440,223341
3749,山东外贸职业学院,505,人工智能技术应用,2,440,223839
3756,山东英才学院,504,护理,20,440,223649
3810,江西樟树中医药职业学院,501,中药学,6,440,223720
4004,长江职业学院,501,新能源汽车技术,6,440,223540
4006,鄂州职业大学,506,音乐教育(师范),6,440,223465
4018,湖北交通职业技术学院,503,机电一体化技术,5,440,223676
4027,湖北生态工程职业技术学院,504,计算机应用技术,3,440,223533
4027,湖北生态工程职业技术学院,506,信息安全技术应用,2,440,223667
4030,湖北水利水电职业技术学院,509,机电一体化技术,5,440,223906
4051,荆州理工职业学院,509,动漫制作技术,5,440,223284
4052,湖北工业职业技术学院,503,药品生物技术,7,440,223337
4054,武汉船舶职业技术学院,512,船舶电气工程技术,2,440,223873
4117,武汉东湖学院,501,机械制造及自动化,2,440,223242
6118,西安翻译学院,502,大数据与会计,5,440,223510
6161,榆林能源科技职业学院,510,医学检验技术,3,440,223741
67,绍兴职业技术学院,505,大数据技术,49,439,224385
67,绍兴职业技术学院,511,跨境电子商务,19,439,224657
67,绍兴职业技术学院,520,建设工程管理（BIM技术）,6,439,224090
111,浙江国际海运职业技术学院,520,应用化工技术,18,439,224058
133,浙江安防职业技术学院,509,物联网应用技术,90,439,224197
133,浙江安防职业技术学院,514,安全智能监测技术,14,439,224072
133,浙江安防职业技术学院,516,工业设计,53,439,224512
133,浙江安防职业技术学院,521,智能控制技术,50,439,224545
133,浙江安防职业技术学院,527,智能建造技术,16,439,224319
2232,长春科技学院,501,护理,10,439,224421
3155,上海行健职业学院,506,商务数据分析与应用,8,439,224160
3202,常州纺织服装职业技术学院,506,现代物流管理,5,439,224495
3233,江阴职业技术学院,506,国际经济与贸易,5,439,224306
3286,苏州工业园区职业技术学院,531,商务英语,2,439,224069
3308,扬州工业职业技术学院,510,云计算技术应用,10,439,224074
3308,扬州工业职业技术学院,514,园林工程技术,5,439,224636
3337,徐州生物工程职业技术学院,514,环境工程技术,4,439,224345
3412,安徽工业经济职业技术学院,502,计算机网络技术,6,439,224211
3532,宁德职业技术学院,501,园艺技术,1,439,224070
3636,江西制造职业技术学院,509,工程造价,4,439,224227
3679,江西水利职业学院,509,给排水工程技术,5,439,224458
3698,江西环境工程职业学院,502,大数据与会计,5,439,224157
3704,东营职业学院,505,物联网应用技术,3,439,224352
4054,武汉船舶职业技术学院,507,船舶舾装工程技术,2,439,223980
4060,武汉工程职业技术学院,517,电子商务,2,439,224498
4060,武汉工程职业技术学院,519,商务英语,3,439,224554
4275,郑州医药健康职业学院,502,康复治疗技术,2,439,224408
4320,湖南工程职业技术学院,517,旅游管理（生态旅游方向）,1,439,223975
4617,海南科技职业大学,505,护理,5,439,224604
59,浙江广厦建设职业技术大学,501,建筑设计,13,438,224877
59,浙江广厦建设职业技术大学,520,虚拟现实技术应用,15,438,225290
133,浙江安防职业技术学院,502,市场营销,51,438,225268
133,浙江安防职业技术学院,511,区块链技术应用,19,438,224961
133,浙江安防职业技术学院,512,安全防范技术,51,438,225163
133,浙江安防职业技术学院,515,职业健康安全技术,16,438,224762
133,浙江安防职业技术学院,517,虚拟现实技术应用,38,438,224774
133,浙江安防职业技术学院,526,工程安全评价与监理,20,438,225183
1213,天津商务职业学院,504,商务英语,3,438,225254
1218,天津国土资源和房屋职业学院,504,电梯工程技术,4,438,225193
1340,秦皇岛职业技术学院,501,工业机器人技术,4,438,225327
2209,长春金融高等专科学校,516,供应链运营,1,438,225167
2329,黑龙江农垦职业学院,502,小学英语教育(师范),3,438,225221
3137,上海立达学院,507,大数据与会计,31,438,225278
3163,上海中侨职业技术大学,520,护理（康复护理）,38,438,225029
3204,常州工业职业技术学院,506,空中乘务,10,438,224801
3286,苏州工业园区职业技术学院,510,电子信息工程技术,3,438,224849
3308,扬州工业职业技术学院,513,商务数据分析与应用,10,438,224746
3359,徐州工业职业技术学院,502,电子商务,5,438,224927
3440,合肥职业技术学院,501,工程造价,15,438,224975
3513,福建水利电力职业技术学院,505,水利工程,6,438,225186
3513,福建水利电力职业技术学院,507,水利水电建筑工程,10,438,224795
3549,厦门南洋职业学院,506,护理,10,438,224773
3606,南昌交通学院,504,计算机网络技术,7,438,224926
3616,江西工业贸易职业技术学院,505,计算机网络技术,4,438,225042
3616,江西工业贸易职业技术学院,512,机电一体化技术,4,438,224846
3618,江西交通职业技术学院,506,机电设备技术,10,438,224764
3632,江西现代职业技术学院,505,机电一体化技术,10,438,225150
3698,江西环境工程职业学院,510,机电一体化技术,5,438,225194
3698,江西环境工程职业学院,511,电气自动化技术,5,438,225081
3744,山东力明科技职业学院,503,药学,5,438,224684
4010,湖北城市建设职业技术学院,507,市政工程技术,3,438,224799
4017,湖北国土资源职业学院,506,工程造价,6,438,224681
4018,湖北交通职业技术学院,501,道路与桥梁工程技术,5,438,224886
4018,湖北交通职业技术学院,502,航空装备类,16,438,224758
4018,湖北交通职业技术学院,506,新能源汽车检测与维修技术,5,438,225299
4030,湖北水利水电职业技术学院,507,道路与桥梁工程技术,5,438,224864
4054,武汉船舶职业技术学院,508,海洋工程装备技术,4,438,224822
4065,武汉交通职业学院,511,电子商务,3,438,224786
4263,河南经贸职业学院,501,电子商务,5,438,225151
4272,鹤壁职业技术学院,503,康复治疗技术,10,438,224752
4320,湖南工程职业技术学院,505,岩土工程技术,1,438,224972
4509,广西机电职业技术学院,502,新能源汽车技术,5,438,225117
4543,柳州铁道职业技术学院,505,铁道工程技术,6,438,224811
4604,海南经贸职业技术学院,506,软件技术(中外合作办学),7,438,224789
5202,安顺职业技术学院,501,临床医学,6,438,224868
67,绍兴职业技术学院,502,计算机网络技术,50,437,225403
70,湖州职业技术学院,534,旅游管理(中外合作办学),50,437,225755
77,杭州万向职业技术学院,505,机电一体化技术,50,437,225365
111,浙江国际海运职业技术学院,513,关务与外贸服务,40,437,225938
111,浙江国际海运职业技术学院,514,跨境电子商务,40,437,225986
111,浙江国际海运职业技术学院,517,食品检验检测技术,65,437,225456
111,浙江国际海运职业技术学院,518,应用英语,70,437,225893
111,浙江国际海运职业技术学院,521,油气储运技术,15,437,225441
1129,北京培黎职业学院,504,软件技术,1,437,225735
1205,天津滨海职业学院,529,虚拟现实技术应用,1,437,225468
1238,天津工业职业学院,510,信息安全技术应用,2,437,225455
1322,河北交通职业技术学院,505,工业互联网技术,2,437,225632
2351,黑龙江交通职业技术学院,504,铁道供电技术,5,437,225673
